County,Year,Month,solar_radiation,humidity,wind_speed,wind_speed_max,precip,temp_min,temp_mean,temp_max,dewpoint_mean,vpd_min,vpd_max
st croix,1988,6,25.82,51.0,2.8,6.95,2.48,57.7,70.8,83.9,53.4,3.3,25.84
st croix,1988,7,23.56,45.26,2.58,6.8,1.51,61.4,74.8,88.2,57.7,2.91,30.86
st croix,1988,8,17.74,60.1,2.83,7.27,3.84,61.1,72.4,83.7,59.8,1.99,22.79
st croix,1988,9,12.89,66.97,3.11,7.54,6.75,49.4,61.0,72.6,49.9,1.09,14.82
st croix,1989,4,16.68,72.29,3.67,8.34,2.01,32.0,42.3,52.6,28.7,1.04,8.44
st croix,1989,5,19.95,72.76,2.74,8.77,4.33,43.8,55.7,67.6,41.0,1.45,14.94
st croix,1989,6,22.05,73.46,2.39,6.26,2.63,52.8,63.7,74.6,51.7,1.52,16.53
st croix,1989,7,23.21,67.84,2.01,7.0,5.94,61.8,72.8,83.9,61.0,1.82,21.86
st croix,1989,8,19.46,67.65,2.32,6.53,4.34,57.8,68.6,79.3,58.7,1.02,17.21
st croix,1989,9,15.59,68.26,2.76,9.26,2.37,47.6,59.4,71.3,48.4,0.86,13.93
st croix,1990,4,17.61,71.09,3.66,11.07,4.52,34.0,45.2,56.4,31.6,1.07,10.23
st croix,1990,5,19.91,71.57,2.82,8.8,4.36,42.5,53.7,64.8,40.2,1.23,12.71
st croix,1990,6,21.4,80.38,2.97,9.86,9.69,56.5,66.6,76.7,56.3,1.23,15.65
st croix,1990,7,21.34,77.62,2.43,6.8,4.64,59.0,69.3,79.5,59.4,1.37,16.86
st croix,1990,8,19.36,78.68,2.31,6.04,3.12,58.2,68.2,78.2,59.7,0.84,15.23
st croix,1990,9,14.27,74.11,2.72,6.99,2.53,51.2,62.0,72.9,53.2,0.67,13.87
st croix,1991,4,16.61,75.69,3.62,9.81,2.91,35.4,47.1,58.7,34.3,0.85,11.1
st croix,1991,5,17.09,83.27,2.92,7.2,6.78,51.0,59.6,68.3,51.1,0.88,11.73
st croix,1991,6,21.03,79.98,2.54,6.68,4.29,60.1,70.1,80.0,59.3,1.7,17.5
st croix,1991,7,21.7,79.58,2.3,5.54,4.46,59.5,69.9,80.2,60.4,1.18,17.18
st croix,1991,8,18.53,75.09,2.38,6.08,2.66,58.4,69.3,80.2,60.1,0.99,17.86
st croix,1991,9,13.04,73.77,2.97,8.8,7.34,48.8,57.8,66.8,49.3,0.95,10.14
st croix,1992,4,14.84,82.61,3.27,7.24,3.12,32.0,39.9,47.9,30.8,0.7,5.61
st croix,1992,5,22.11,72.99,3.0,8.88,1.12,46.3,57.9,69.5,41.4,2.27,16.29
st croix,1992,6,20.38,73.35,2.34,8.76,3.91,51.9,62.4,72.9,50.4,1.6,15.49
st croix,1992,7,19.39,78.02,2.2,6.67,5.53,53.6,63.8,73.9,56.0,0.49,13.23
st croix,1992,8,17.98,70.22,2.4,7.75,2.48,53.0,63.9,74.9,54.4,0.87,14.87
st croix,1992,9,13.52,72.6,3.19,7.44,4.9,46.2,57.2,68.2,49.0,0.79,10.57
st croix,1993,4,17.45,74.26,3.41,8.8,2.63,31.3,41.3,51.4,28.4,0.74,8.12
st croix,1993,5,17.1,78.68,3.2,6.79,4.22,45.4,54.8,64.2,44.0,0.93,10.53
st croix,1993,6,19.73,81.07,2.96,7.71,6.85,52.3,61.4,70.4,52.0,0.97,11.69
st croix,1993,7,19.1,83.51,2.76,6.87,3.98,59.4,68.1,76.9,59.9,0.79,13.71
st croix,1993,8,18.24,83.37,2.19,5.88,8.35,58.4,68.3,78.2,60.5,0.72,14.63
st croix,1993,9,12.65,80.34,2.84,7.62,2.41,43.1,52.7,62.3,45.0,0.52,8.9
st croix,1994,4,16.62,73.52,3.67,9.75,5.15,31.8,42.9,53.9,28.0,1.16,9.76
st croix,1994,5,23.47,73.46,2.91,8.01,1.94,43.8,56.2,68.6,41.6,1.16,15.67
st croix,1994,6,21.02,79.37,2.46,7.86,4.15,56.1,66.3,76.6,55.9,1.15,15.27
st croix,1994,7,21.64,80.87,2.44,5.85,5.0,57.2,67.3,77.4,58.5,1.07,14.53
st croix,1994,8,18.47,78.92,2.36,6.76,4.86,54.9,65.1,75.3,56.7,0.97,13.46
st croix,1994,9,12.39,81.88,2.52,7.19,5.09,52.3,61.9,71.6,53.5,0.81,12.35
st croix,1995,4,15.9,75.31,3.63,10.3,2.25,29.5,38.3,47.0,26.7,0.75,6.3
st croix,1995,5,19.31,75.74,3.16,10.63,2.82,42.6,53.1,63.7,40.8,0.91,11.76
st croix,1995,6,21.82,78.69,2.14,6.58,4.58,57.8,68.5,79.2,57.8,1.05,18.41
st croix,1995,7,20.86,78.77,2.67,6.73,4.81,59.5,69.8,80.1,61.5,0.61,16.13
st croix,1995,8,16.01,82.36,2.31,6.31,7.8,62.5,71.4,80.3,65.5,0.51,12.0
st croix,1995,9,13.88,74.87,2.43,6.79,1.77,45.9,56.8,67.6,49.0,0.25,11.5
st croix,1996,4,18.96,76.79,3.39,7.82,1.03,27.3,38.4,49.5,26.6,0.58,7.61
st croix,1996,5,19.87,76.13,2.87,7.01,2.82,42.3,52.3,62.4,39.8,0.96,11.39
st croix,1996,6,19.85,80.43,2.48,5.91,5.16,55.2,64.7,74.3,56.3,0.61,13.41
st croix,1996,7,21.97,77.74,2.34,6.05,4.36,56.1,66.8,77.6,57.9,0.54,16.15
st croix,1996,8,20.87,70.42,2.23,6.18,2.03,55.7,67.6,79.6,59.7,0.27,16.67
st croix,1996,9,14.06,69.8,2.53,6.17,1.75,47.8,58.7,69.7,51.5,0.09,12.22
st croix,1997,4,18.54,75.07,3.31,11.88,0.65,29.0,40.8,52.5,27.7,0.6,9.3
st croix,1997,5,20.19,72.16,3.32,9.52,2.21,39.7,50.0,60.3,36.0,1.2,11.27
st croix,1997,6,23.15,75.69,2.31,7.31,3.9,55.8,67.1,78.4,54.6,1.21,18.8
st croix,1997,7,19.82,81.68,2.49,6.93,8.1,59.3,68.6,78.0,62.0,0.48,13.36
st croix,1997,8,18.22,80.7,2.13,5.4,4.56,56.2,65.4,74.6,59.0,0.46,11.95
st croix,1997,9,14.49,79.48,2.73,8.99,2.86,50.9,60.9,70.8,54.1,0.49,10.71
st croix,1998,4,20.09,72.31,3.23,9.84,2.64,37.3,48.5,59.8,32.7,1.13,11.98
st croix,1998,5,23.23,73.06,3.01,8.44,5.57,49.5,61.8,74.2,48.1,1.19,18.03
st croix,1998,6,19.84,79.07,2.64,10.01,5.97,54.0,62.9,71.8,54.8,0.58,11.64
st croix,1998,7,23.91,74.4,2.28,6.01,1.41,59.3,70.1,81.0,61.3,0.45,18.15
st croix,1998,8,18.59,75.06,2.45,5.55,3.5,59.2,69.4,79.6,62.2,0.4,14.68
st croix,1998,9,16.77,63.89,2.64,6.61,1.18,51.7,64.3,76.8,54.4,0.57,17.46
st croix,1999,4,16.08,75.08,3.4,10.01,3.31,36.7,46.4,56.1,35.7,0.7,8.43
st croix,1999,5,18.5,77.36,3.6,7.78,5.24,49.1,58.9,68.8,48.1,1.07,13.26
st croix,1999,6,20.88,79.73,2.89,6.53,3.9,56.0,65.0,74.1,56.3,0.84,13.23
st croix,1999,7,23.32,78.92,2.65,6.45,4.37,62.9,73.5,84.1,64.7,1.02,19.15
st croix,1999,8,17.72,77.31,2.43,6.92,4.42,58.0,67.3,76.6,60.4,0.62,12.62
st croix,1999,9,15.08,68.97,2.98,7.55,1.91,47.2,58.5,69.8,49.7,0.87,12.45
st croix,2000,4,16.77,67.8,3.56,10.42,1.38,32.1,42.8,53.6,29.5,0.81,9.66
st croix,2000,5,20.14,67.19,3.32,8.46,4.33,47.8,57.9,68.0,46.3,1.0,13.38
st croix,2000,6,20.21,74.6,3.12,7.69,5.59,53.3,63.4,73.6,54.6,0.89,14.48
st croix,2000,7,21.89,75.89,2.45,5.74,4.52,59.2,69.4,79.5,61.1,0.71,16.08
st croix,2000,8,18.36,68.85,2.55,6.2,2.97,57.9,68.0,78.2,61.3,0.53,13.7
st croix,2000,9,14.74,62.74,2.95,7.98,2.01,46.4,58.3,70.3,47.6,1.1,14.08
st croix,2001,4,15.25,79.18,3.81,11.15,6.62,34.8,44.5,54.2,35.0,0.76,8.19
st croix,2001,5,18.42,78.36,3.02,7.14,5.21,46.9,56.8,66.6,46.3,0.82,12.71
st croix,2001,6,21.61,80.59,2.7,7.4,5.3,55.9,65.3,74.6,55.7,1.16,15.12
st croix,2001,7,22.77,77.23,2.3,5.66,2.68,60.2,71.3,82.5,59.5,1.58,21.06
st croix,2001,8,21.03,74.35,2.27,5.63,5.07,59.8,70.3,80.9,61.8,1.0,17.36
st croix,2001,9,13.95,75.05,2.32,6.76,3.31,47.8,58.1,68.5,50.4,0.6,11.58
st croix,2002,4,16.13,76.33,3.6,9.35,4.04,32.4,41.5,50.6,33.4,0.62,7.16
st croix,2002,5,20.34,73.32,3.13,9.64,2.34,40.3,50.4,60.5,38.8,0.95,10.57
st croix,2002,6,20.49,79.14,2.96,6.42,9.07,57.7,66.7,75.6,58.7,0.8,13.04
st croix,2002,7,21.87,76.76,2.24,5.68,4.77,64.5,73.8,83.1,65.4,1.18,17.42
st croix,2002,8,18.95,75.59,2.43,7.74,5.91,59.1,68.4,77.8,61.2,0.84,13.62
st croix,2002,9,14.6,76.95,2.48,7.03,5.52,51.8,62.3,72.8,55.0,0.73,12.99
st croix,2003,4,17.85,74.41,3.73,8.86,2.89,32.4,43.0,53.5,29.5,1.14,9.84
st croix,2003,5,20.08,75.11,3.05,8.63,6.04,42.9,53.8,64.7,40.6,0.95,13.39
st croix,2003,6,21.57,79.41,2.24,6.43,4.83,53.5,63.3,73.1,53.4,0.96,14.3
st croix,2003,7,22.19,76.29,2.25,6.3,3.87,58.9,68.8,78.6,60.7,0.74,15.27
st croix,2003,8,20.22,63.85,2.16,5.7,0.74,57.9,69.2,80.6,60.7,0.69,17.29
st croix,2003,9,14.38,61.67,3.06,7.89,2.43,47.6,59.2,70.9,48.5,0.94,15.68
st croix,2004,4,17.94,68.49,3.37,9.63,2.68,31.1,43.4,55.6,28.8,0.88,10.63
st croix,2004,5,17.4,75.53,3.39,8.61,5.52,41.9,51.8,61.8,40.7,1.2,10.08
st croix,2004,6,22.57,76.84,2.69,7.37,2.85,51.6,61.4,71.2,51.8,0.72,13.47
st croix,2004,7,21.79,76.71,2.14,5.98,4.14,56.4,66.8,77.3,60.6,0.1,12.81
st croix,2004,8,17.4,73.68,2.47,7.29,2.66,51.1,61.3,71.5,56.4,0.11,8.94
st croix,2004,9,15.28,73.07,3.04,8.91,5.65,52.3,63.2,74.1,57.0,0.26,11.32
st croix,2005,4,17.06,70.21,3.47,8.61,2.01,35.2,46.4,57.7,32.9,1.13,10.22
st croix,2005,5,16.46,71.93,3.43,7.86,3.45,42.8,51.3,59.8,40.6,0.97,9.32
st croix,2005,6,20.71,73.13,2.92,9.25,6.44,58.4,67.8,77.3,56.8,2.01,16.31
st croix,2005,7,23.76,59.26,2.71,7.49,2.72,59.7,70.8,81.8,60.4,1.24,19.56
st croix,2005,8,19.72,61.25,2.44,6.47,4.4,55.7,67.0,78.3,57.8,0.88,16.64
st croix,2005,9,14.86,67.49,2.99,8.13,4.09,52.0,62.8,73.7,54.0,0.89,13.97
st croix,2006,4,17.61,70.76,3.7,8.06,3.33,38.1,49.3,60.6,34.0,1.19,12.1
st croix,2006,5,19.87,71.68,3.24,7.76,2.12,47.9,57.3,66.8,46.6,1.17,12.77
st croix,2006,6,24.1,59.73,2.68,6.4,1.91,55.0,65.9,76.9,53.4,1.35,18.33
st croix,2006,7,24.39,51.97,2.61,6.78,1.56,61.3,73.6,86.0,60.8,1.58,25.25
st croix,2006,8,18.08,66.18,2.42,5.97,9.47,58.3,67.8,77.3,60.1,0.75,14.27
st croix,2006,9,13.52,70.49,2.84,7.53,2.35,46.1,55.6,65.1,49.1,0.52,9.57
st croix,2007,4,18.97,69.3,3.61,8.68,1.34,31.8,41.9,52.0,29.0,0.98,9.34
st croix,2007,5,20.28,70.95,3.8,9.12,3.94,47.5,58.7,70.0,46.2,1.44,14.3
st croix,2007,6,24.37,64.56,3.01,7.99,1.74,56.1,66.9,77.6,55.7,1.19,17.53
st croix,2007,7,23.55,59.77,2.5,7.75,2.11,59.2,69.8,80.4,58.8,1.22,19.08
st croix,2007,8,16.86,69.11,2.55,5.94,8.34,58.1,67.9,77.7,59.3,0.81,16.05
st croix,2007,9,15.09,76.11,3.22,7.54,3.96,49.3,60.4,71.5,50.6,1.28,13.88
st croix,2008,4,15.39,80.14,3.78,11.86,4.55,32.0,41.0,49.9,31.5,0.62,7.24
st croix,2008,5,20.71,74.15,3.18,7.26,3.42,40.8,51.7,62.6,37.4,1.05,12.02
st croix,2008,6,21.76,77.76,2.83,9.25,4.93,53.8,63.2,72.7,51.9,1.19,14.68
st croix,2008,7,23.19,76.93,2.36,7.01,2.25,58.5,69.5,80.5,58.4,1.12,19.28
st croix,2008,8,20.62,68.67,2.38,7.83,3.55,56.1,68.0,79.9,57.1,0.89,19.96
st croix,2008,9,13.4,73.77,2.82,6.39,2.39,51.0,61.8,72.6,52.5,0.79,14.45
st croix,2009,4,18.61,71.47,3.6,8.76,1.62,33.1,44.0,55.0,27.8,1.12,10.29
st croix,2009,5,22.35,67.3,3.29,8.92,1.24,43.4,55.3,67.2,39.4,1.29,15.61
st croix,2009,6,21.13,71.64,2.54,7.18,4.72,52.9,63.4,73.9,52.3,0.91,16.28
st croix,2009,7,20.97,64.23,2.66,7.17,3.25,53.3,63.8,74.3,54.2,0.67,15.19
st croix,2009,8,18.88,73.38,2.59,7.38,6.03,54.7,64.9,75.1,56.2,0.74,14.54
st croix,2009,9,15.44,70.66,1.96,9.22,0.78,50.7,62.2,73.6,54.1,0.47,13.96
st croix,2010,4,18.58,70.85,3.44,8.11,2.1,37.6,50.3,63.1,33.7,1.27,13.46
st croix,2010,5,19.66,72.33,2.91,8.42,3.37,46.2,57.4,68.7,44.6,1.05,16.2
st croix,2010,6,18.74,80.92,2.59,6.65,6.97,55.6,64.5,73.5,57.0,0.63,12.43
st croix,2010,7,22.43,80.47,2.36,6.7,6.76,61.4,71.1,80.7,62.5,1.26,16.33
st croix,2010,8,19.84,81.27,2.61,6.22,6.84,61.3,71.3,81.3,63.5,0.92,15.89
st croix,2010,9,13.36,80.69,2.98,8.34,6.9,46.6,56.5,66.3,49.6,0.49,9.54
st croix,2011,4,15.84,80.26,3.66,9.16,2.56,32.5,42.0,51.4,31.5,0.51,7.56
st croix,2011,5,17.84,80.02,3.4,7.97,3.38,44.8,54.5,64.2,42.5,1.1,11.33
st croix,2011,6,20.37,81.69,3.03,7.43,4.66,55.0,64.4,73.8,54.3,1.46,14.3
st croix,2011,7,22.44,82.71,2.11,5.81,5.38,63.8,73.5,83.1,64.9,0.9,17.65
st croix,2011,8,19.31,80.06,2.06,6.57,4.66,57.6,68.0,78.4,60.2,0.46,15.46
st croix,2011,9,14.89,75.97,2.48,8.56,1.14,47.0,57.7,68.3,49.3,0.42,12.34
st croix,2012,4,17.63,70.19,3.56,9.59,3.04,34.9,45.5,56.2,32.3,0.85,9.68
st croix,2012,5,20.2,72.72,3.16,8.59,5.22,49.4,59.8,70.2,46.7,1.52,15.04
st croix,2012,6,22.85,71.3,2.64,7.93,4.19,56.6,67.1,77.7,54.7,1.43,18.64
st croix,2012,7,23.26,67.23,2.17,6.55,5.84,64.2,74.5,84.7,64.3,0.97,20.77
st croix,2012,8,20.03,59.49,2.37,6.04,2.47,54.6,66.3,78.1,56.4,0.73,17.8
st croix,2012,9,17.26,54.21,2.61,7.79,0.73,43.8,58.0,72.2,42.9,0.81,19.22
st croix,2013,4,15.05,78.74,3.78,8.84,4.45,27.8,35.5,43.1,28.2,0.35,5.13
st croix,2013,5,17.22,81.02,3.23,7.93,5.89,44.1,54.0,63.9,42.5,0.98,11.7
st croix,2013,6,19.11,82.78,2.41,6.54,4.77,56.1,64.8,73.6,56.5,0.89,12.69
st croix,2013,7,22.51,78.56,2.5,6.34,1.58,59.4,69.5,79.7,58.9,1.42,18.18
st croix,2013,8,20.17,71.11,2.18,6.08,0.88,57.2,68.9,80.7,58.2,1.25,19.79
st croix,2013,9,14.5,69.41,2.99,6.84,1.54,50.0,62.2,74.4,53.0,0.86,15.67
st croix,2014,4,16.1,78.87,4.03,9.41,5.75,29.7,39.1,48.4,30.1,0.48,6.56
st croix,2014,5,18.96,79.77,2.77,6.75,5.13,45.5,55.1,64.6,43.0,1.28,12.53
st croix,2014,6,20.35,82.37,2.82,7.14,10.73,57.5,66.8,76.1,57.6,0.76,15.29
st croix,2014,7,21.54,79.81,2.61,5.98,2.09,57.7,67.2,76.8,57.6,1.04,15.4
st croix,2014,8,17.46,81.81,2.05,6.19,4.66,59.2,68.4,77.7,61.0,0.45,14.29
st croix,2014,9,14.61,81.47,2.63,6.75,3.92,48.7,58.9,69.2,51.3,0.52,11.67
st croix,2015,4,18.34,69.58,3.77,8.91,2.21,33.9,45.8,57.8,29.1,1.03,12.32
st croix,2015,5,18.28,75.96,3.22,7.27,4.22,45.8,56.2,66.6,45.0,0.97,12.47
st croix,2015,6,22.31,78.86,2.34,7.43,5.01,55.7,65.3,74.8,55.5,0.95,14.96
st croix,2015,7,22.84,77.18,2.36,7.42,7.07,59.6,69.5,79.4,60.6,0.76,15.88
st croix,2015,8,17.47,77.24,2.55,7.37,5.04,56.8,66.2,75.6,58.7,0.61,13.51
st croix,2015,9,15.03,79.54,2.51,6.95,4.41,55.7,65.2,74.7,57.3,0.89,12.94
st croix,2016,4,15.68,78.6,3.81,10.04,2.56,35.4,44.4,53.4,32.0,1.41,8.8
st croix,2016,5,21.1,73.07,2.66,7.06,1.76,45.2,56.6,68.0,41.6,1.22,15.32
st croix,2016,6,22.5,78.9,2.71,6.3,4.04,56.9,67.0,77.0,56.1,1.22,16.69
st croix,2016,7,22.28,79.41,2.37,6.53,4.65,60.7,70.7,80.7,61.1,0.73,18.27
st croix,2016,8,18.89,81.18,2.05,5.68,5.74,59.9,69.5,79.1,62.3,0.44,15.0
st croix,2016,9,13.29,83.83,2.84,7.66,7.41,53.6,62.6,71.7,55.2,0.59,11.94
st croix,2017,4,14.63,80.83,3.19,7.95,3.9,36.1,46.1,56.2,34.7,0.76,9.05
st croix,2017,5,19.02,79.75,2.9,7.77,7.21,44.1,53.8,63.5,41.8,1.05,11.44
st croix,2017,6,22.92,77.96,2.66,7.48,4.71,55.0,65.8,76.7,53.0,1.41,18.67
st croix,2017,7,23.11,79.76,2.02,5.54,3.98,59.4,69.6,79.8,60.4,0.8,17.4
st croix,2017,8,17.06,80.93,2.38,6.86,5.35,55.2,64.6,74.0,57.1,0.42,12.92
st croix,2017,9,14.54,78.86,2.77,5.79,1.79,52.0,62.6,73.2,54.5,0.85,13.8
st croix,2018,4,19.61,75.31,3.18,10.48,1.53,20.4,31.6,42.7,20.9,0.52,6.48
st croix,2018,5,21.24,75.27,2.42,6.97,2.59,50.9,63.1,75.3,47.0,1.94,20.14
st croix,2018,6,19.81,80.75,2.8,6.6,3.88,59.1,68.0,76.9,58.6,1.39,14.59
st croix,2018,7,22.35,75.02,2.33,7.68,2.73,58.8,69.6,80.4,60.7,0.62,17.51
st croix,2018,8,16.63,74.93,2.19,5.38,4.59,57.8,68.2,78.7,60.9,0.26,15.18
st croix,2018,9,13.47,80.87,2.62,7.15,4.49,52.7,61.7,70.6,53.7,0.94,12.17
st croix,2019,4,14.46,82.12,3.25,12.07,4.29,31.6,41.7,51.8,30.9,0.58,8.11
st croix,2019,5,19.03,79.74,2.85,8.35,5.54,41.4,51.3,61.1,40.1,0.6,11.02
st croix,2019,6,21.97,81.15,2.36,5.95,1.85,54.2,64.9,75.5,52.4,1.41,16.8
st croix,2019,7,21.64,81.92,2.18,6.45,7.42,61.3,70.8,80.3,62.2,0.71,15.98
st croix,2019,8,19.73,78.81,2.2,6.7,4.53,55.8,65.8,75.7,57.3,0.58,14.81
st croix,2019,9,11.73,85.61,2.96,7.29,5.98,52.8,61.9,70.9,55.6,0.47,10.57
st croix,2020,4,18.1,78.7,3.38,8.11,1.81,29.3,40.1,50.9,26.8,0.76,8.41
st croix,2020,5,20.6,77.86,2.99,7.76,4.97,44.7,54.4,64.1,40.0,1.27,11.97
st croix,2020,6,24.11,78.62,2.98,7.13,10.91,56.4,67.2,78.1,54.2,1.9,19.08
st croix,2020,7,22.91,80.08,2.02,5.4,3.81,61.2,71.5,81.9,63.0,0.67,17.75
st croix,2020,8,18.55,79.11,2.31,5.24,2.74,58.6,68.7,78.8,59.7,0.88,16.03
st croix,2020,9,13.1,76.35,2.67,7.51,1.72,47.0,57.3,67.6,48.1,0.72,12.21
st croix,2021,4,15.83,74.96,3.14,8.05,2.93,32.9,43.3,53.6,31.4,0.59,8.82
st croix,2021,5,20.83,73.73,2.74,6.15,4.35,44.6,55.1,65.6,41.1,1.09,12.99
st croix,2021,6,25.34,69.38,2.31,6.92,1.18,59.2,71.2,83.1,55.0,2.54,24.97
st croix,2021,7,21.71,66.15,2.08,6.08,3.25,58.9,70.3,81.8,59.3,0.99,20.89
st croix,2021,8,19.33,70.34,2.33,5.75,9.35,58.7,69.0,79.2,59.3,0.88,17.04
st croix,2021,9,15.68,70.52,2.66,7.42,3.37,48.1,60.5,72.9,50.9,0.59,15.47
st croix,2022,4,13.47,76.19,4.57,9.87,2.93,29.5,37.8,46.0,28.3,0.58,5.48
st croix,2022,5,19.12,75.78,3.13,10.0,4.47,46.5,56.6,66.8,44.0,1.21,13.58
st croix,2022,6,24.21,73.06,2.85,7.32,1.44,56.3,67.1,77.9,52.8,2.06,19.7
st croix,2022,7,21.54,68.52,2.59,7.83,2.03,60.0,70.4,80.9,60.1,0.96,18.98
st croix,2022,8,18.38,71.75,2.35,6.43,5.75,57.1,67.2,77.3,59.9,0.53,14.95
st croix,2022,9,15.57,71.42,2.4,7.21,1.36,49.3,60.4,71.5,52.3,0.53,13.36
st croix,2023,4,17.14,81.18,3.95,9.95,3.96,32.3,41.5,50.7,32.6,0.53,7.82
st croix,2023,5,22.13,75.77,2.7,8.31,2.7,47.2,58.8,70.4,46.0,0.85,14.33
st croix,2023,6,23.15,75.59,2.13,6.08,2.85,57.4,69.1,80.9,57.4,0.89,19.17
st croix,2023,7,22.21,67.88,1.97,6.2,7.8,56.0,68.0,80.1,59.9,0.18,16.51
st croix,2023,8,18.96,67.58,2.26,6.79,2.06,57.5,68.2,78.8,62.2,0.2,12.35
st croix,2023,9,12.75,72.19,2.62,6.45,4.03,53.7,64.0,74.4,57.0,0.57,13.13
st croix,2024,4,16.27,75.12,4.01,11.06,2.92,35.5,44.8,54.1,31.6,1.18,9.02
st croix,2024,5,20.82,74.93,3.05,9.29,5.37,47.5,58.4,69.3,45.4,1.25,14.71
st croix,2024,6,20.25,80.19,2.88,7.5,7.72,55.6,65.0,74.4,57.1,0.52,12.95
st croix,2024,7,21.79,80.82,2.0,5.35,3.78,60.2,69.6,78.9,61.9,0.46,14.66
st croix,2024,8,17.7,80.48,2.28,6.63,6.5,57.8,67.4,76.9,60.7,0.45,12.86
st croix,2024,9,17.33,73.69,2.28,5.86,0.55,53.0,65.0,77.0,54.9,0.96,16.28
taylor,1984,4,18.01,75.94,4.25,10.01,3.08,32.9,44.2,55.5,27.7,1.36,9.98
taylor,1984,5,20.05,76.98,2.87,8.67,2.14,38.3,50.1,61.9,38.3,0.65,11.46
taylor,1984,6,20.14,82.26,3.11,9.09,4.59,53.2,64.1,75.1,55.3,0.7,13.85
taylor,1984,7,21.0,79.17,2.45,7.06,3.78,52.9,65.5,78.2,57.0,0.23,16.28
taylor,1984,8,16.97,76.37,2.13,6.29,3.44,56.7,68.0,79.3,59.7,0.57,15.67
taylor,1984,9,14.14,72.81,2.83,6.93,4.05,42.2,53.8,65.3,45.8,0.2,10.59
taylor,1985,4,16.62,80.9,3.5,7.9,2.64,34.5,45.2,55.9,33.6,0.82,9.31
taylor,1985,5,19.75,75.76,3.11,8.72,2.53,45.1,57.5,70.0,44.8,0.97,14.57
taylor,1985,6,20.95,74.61,2.8,8.82,4.56,46.1,58.6,71.2,48.1,0.35,14.28
taylor,1985,7,21.67,69.09,2.44,6.15,2.02,52.8,65.4,78.0,56.2,0.29,16.92
taylor,1985,8,15.81,72.71,2.79,7.0,5.84,51.6,62.7,73.8,54.9,0.36,13.48
taylor,1985,9,12.3,81.86,2.95,7.11,7.04,45.4,56.1,66.9,50.5,0.0,9.52
taylor,1986,4,15.35,79.91,4.08,10.91,3.2,35.5,46.6,57.8,32.7,1.2,10.15
taylor,1986,5,20.84,77.65,2.87,8.53,0.82,43.5,56.4,69.4,44.6,0.7,14.48
taylor,1986,6,21.7,78.87,2.94,6.33,5.03,48.9,61.7,74.6,51.9,0.48,15.04
taylor,1986,7,19.33,82.62,2.39,6.39,6.17,57.5,67.7,78.0,60.4,0.43,14.35
taylor,1986,8,18.04,79.0,2.54,5.49,5.66,49.6,61.1,72.7,53.7,0.27,12.64
taylor,1986,9,11.25,83.56,2.74,6.45,10.12,47.1,56.5,65.9,50.7,0.27,9.1
taylor,1987,4,18.0,73.57,3.07,9.13,0.81,32.2,46.7,61.1,30.4,0.95,13.58
taylor,1987,5,19.56,75.2,3.09,7.06,2.71,43.1,56.3,69.5,44.1,0.47,14.72
taylor,1987,6,23.12,69.08,2.53,6.95,2.73,52.1,65.0,77.8,55.0,0.49,18.72
taylor,1987,7,20.17,77.13,2.47,6.07,5.7,58.7,69.7,80.8,61.4,0.38,16.53
taylor,1987,8,16.8,76.58,2.62,6.18,2.61,53.1,64.3,75.6,57.6,0.08,13.33
taylor,1987,9,14.16,74.58,2.49,6.26,2.56,44.3,57.1,69.9,50.1,0.0,12.38
taylor,1988,4,18.66,68.77,3.28,8.15,1.71,29.4,42.2,55.1,25.7,0.96,10.32
taylor,1988,5,21.56,66.67,2.91,8.68,1.57,44.1,58.7,73.3,41.5,1.55,19.25
taylor,1988,6,23.77,52.4,2.85,6.92,1.76,51.2,65.9,80.5,50.8,1.68,23.8
taylor,1988,7,22.59,49.51,2.55,6.72,2.33,57.1,70.9,84.7,56.7,1.38,26.09
taylor,1988,8,17.29,61.16,2.91,7.4,4.13,58.2,69.7,81.1,58.6,1.04,20.08
taylor,1988,9,12.09,69.03,3.09,7.24,3.45,45.0,56.8,68.6,48.9,0.02,11.8
taylor,1989,4,15.85,72.38,3.37,8.26,1.58,28.2,39.1,49.9,26.2,0.8,7.74
taylor,1989,5,19.44,74.11,2.68,8.3,4.62,40.0,52.6,65.3,39.7,0.68,13.98
taylor,1989,6,20.56,75.74,2.44,5.28,3.04,48.9,60.6,72.2,51.0,0.33,14.36
taylor,1989,7,22.56,67.6,2.09,5.93,3.19,56.4,68.6,80.8,58.4,0.84,19.6
taylor,1989,8,18.93,68.28,2.41,6.87,4.1,54.1,65.7,77.4,56.8,0.48,16.17
taylor,1989,9,16.23,66.23,2.72,9.05,1.59,43.6,56.5,69.4,47.2,0.35,12.89
taylor,1990,4,17.42,73.48,3.62,8.28,3.17,31.2,43.3,55.3,30.8,0.72,10.1
taylor,1990,5,19.32,72.26,2.8,10.4,5.04,39.3,50.7,62.0,38.4,0.92,11.6
taylor,1990,6,19.72,83.15,3.14,7.82,7.03,51.9,62.8,73.8,54.0,0.16,14.28
taylor,1990,7,21.03,77.48,2.43,6.7,3.45,54.8,66.3,77.8,57.0,0.66,16.28
taylor,1990,8,18.63,79.7,2.39,6.28,6.78,53.9,65.2,76.4,56.9,0.24,14.55
taylor,1990,9,13.17,79.18,2.66,6.8,4.74,48.0,58.6,69.1,50.4,0.5,11.41
